年,月,地域区分,データ区分,地域コード,地域名称,人数
2021,10,都道府県,観光来訪者数,27,大阪府,3084268
2021,10,都道府県,観光来訪者数,28,兵庫県,3882466
2021,10,都道府県,観光来訪者数,29,奈良県,1139075
2021,10,都道府県,観光来訪者数,30,和歌山県,757128
2021,10,都道府県,観光来訪者数,31,鳥取県,455758
2021,10,都道府県,観光来訪者数,32,島根県,699928
2021,10,都道府県,観光来訪者数,33,岡山県,1307489
2021,10,都道府県,観光来訪者数,34,広島県,1633278
2021,10,都道府県,観光来訪者数,35,山口県,969286
2021,10,都道府県,観光来訪者数,36,徳島県,465351
2021,10,都道府県,観光来訪者数,37,香川県,518688
2021,10,都道府県,観光来訪者数,38,愛媛県,715541
2021,10,都道府県,観光来訪者数,39,高知県,476487
2021,10,都道府県,観光来訪者数,40,福岡県,2302811
2021,10,都道府県,観光来訪者数,41,佐賀県,675780
2021,10,都道府県,観光来訪者数,42,長崎県,625545
2021,10,都道府県,観光来訪者数,43,熊本県,1426858
2021,10,都道府県,観光来訪者数,44,大分県,1188362
2021,10,都道府県,観光来訪者数,45,宮崎県,736631
2021,10,都道府県,観光来訪者数,46,鹿児島県,785414
2021,10,都道府県,観光来訪者数,47,沖縄県,615516
2021,11,都道府県,観光来訪者数,1,北海道,2379303
2021,11,都道府県,観光来訪者数,2,青森県,730568
2021,11,都道府県,観光来訪者数,3,岩手県,716361
2021,11,都道府県,観光来訪者数,4,宮城県,1617889
2021,11,都道府県,観光来訪者数,5,秋田県,629837
2021,11,都道府県,観光来訪者数,6,山形県,783327
2021,11,都道府県,観光来訪者数,7,福島県,1595846
2021,11,都道府県,観光来訪者数,8,茨城県,2086468
2021,11,都道府県,観光来訪者数,9,栃木県,2733712
2021,11,都道府県,観光来訪者数,10,群馬県,1693939
2021,11,都道府県,観光来訪者数,11,埼玉県,2530165
2021,11,都道府県,観光来訪者数,12,千葉県,3951362
2021,11,都道府県,観光来訪者数,13,東京都,9587222
2021,11,都道府県,観光来訪者数,14,神奈川県,3595257
2021,11,都道府県,観光来訪者数,15,新潟県,1527732
2021,11,都道府県,観光来訪者数,16,富山県,553508
2021,11,都道府県,観光来訪者数,17,石川県,908767
2021,11,都道府県,観光来訪者数,18,福井県,682290
2021,11,都道府県,観光来訪者数,19,山梨県,1410827
2021,11,都道府県,観光来訪者数,20,長野県,2360357
2021,11,都道府県,観光来訪者数,21,岐阜県,2087588
2021,11,都道府県,観光来訪者数,22,静岡県,3951254
2021,11,都道府県,観光来訪者数,23,愛知県,3208688
2021,11,都道府県,観光来訪者数,24,三重県,1649434
2021,11,都道府県,観光来訪者数,25,滋賀県,1506024
2021,11,都道府県,観光来訪者数,26,京都府,3894652
2021,11,都道府県,観光来訪者数,27,大阪府,3578998
2021,11,都道府県,観光来訪者数,28,兵庫県,4362847
2021,11,都道府県,観光来訪者数,29,奈良県,1520555
2021,11,都道府県,観光来訪者数,30,和歌山県,966855
2021,11,都道府県,観光来訪者数,31,鳥取県,510942
2021,11,都道府県,観光来訪者数,32,島根県,875863
2021,11,都道府県,観光来訪者数,33,岡山県,1591066
2021,11,都道府県,観光来訪者数,34,広島県,1803012
2021,11,都道府県,観光来訪者数,35,山口県,990073
2021,11,都道府県,観光来訪者数,36,徳島県,554547
2021,11,都道府県,観光来訪者数,37,香川県,668208
2021,11,都道府県,観光来訪者数,38,愛媛県,841634
2021,11,都道府県,観光来訪者数,39,高知県,530055
2021,11,都道府県,観光来訪者数,40,福岡県,2498501
2021,11,都道府県,観光来訪者数,41,佐賀県,768551
2021,11,都道府県,観光来訪者数,42,長崎県,770344
2021,11,都道府県,観光来訪者数,43,熊本県,1478412
2021,11,都道府県,観光来訪者数,44,大分県,1246891
2021,11,都道府県,観光来訪者数,45,宮崎県,873828
2021,11,都道府県,観光来訪者数,46,鹿児島県,963059
2021,11,都道府県,観光来訪者数,47,沖縄県,774498
2021,12,都道府県,観光来訪者数,1,北海道,2131918
2021,12,都道府県,観光来訪者数,2,青森県,521863
2021,12,都道府県,観光来訪者数,3,岩手県,514289
2021,12,都道府県,観光来訪者数,4,宮城県,1221356
2021,12,都道府県,観光来訪者数,5,秋田県,403013
2021,12,都道府県,観光来訪者数,6,山形県,454171
2021,12,都道府県,観光来訪者数,7,福島県,1083832
2021,12,都道府県,観光来訪者数,8,茨城県,1640369
2021,12,都道府県,観光来訪者数,9,栃木県,2083900
2021,12,都道府県,観光来訪者数,10,群馬県,1268510
2021,12,都道府県,観光来訪者数,11,埼玉県,2171541
2021,12,都道府県,観光来訪者数,12,千葉県,3828030
2021,12,都道府県,観光来訪者数,13,東京都,9585778
2021,12,都道府県,観光来訪者数,14,神奈川県,3301022
2021,12,都道府県,観光来訪者数,15,新潟県,1129514
2021,12,都道府県,観光来訪者数,16,富山県,316758
2021,12,都道府県,観光来訪者数,17,石川県,537024
2021,12,都道府県,観光来訪者数,18,福井県,396415
2021,12,都道府県,観光来訪者数,19,山梨県,844012
2021,12,都道府県,観光来訪者数,20,長野県,1910085
2021,12,都道府県,観光来訪者数,21,岐阜県,1320521
2021,12,都道府県,観光来訪者数,22,静岡県,3633381
2021,12,都道府県,観光来訪者数,23,愛知県,2778095
2021,12,都道府県,観光来訪者数,24,三重県,1450128
2021,12,都道府県,観光来訪者数,25,滋賀県,901066
2021,12,都道府県,観光来訪者数,26,京都府,2440609
2021,12,都道府県,観光来訪者数,27,大阪府,3413836
2021,12,都道府県,観光来訪者数,28,兵庫県,3551671
2021,12,都道府県,観光来訪者数,29,奈良県,860581
2021,12,都道府県,観光来訪者数,30,和歌山県,655692
2021,12,都道府県,観光来訪者数,31,鳥取県,282800
2021,12,都道府県,観光来訪者数,32,島根県,491565
2021,12,都道府県,観光来訪者数,33,岡山県,1158536
2021,12,都道府県,観光来訪者数,34,広島県,1327762
2021,12,都道府県,観光来訪者数,35,山口県,763788
2021,12,都道府県,観光来訪者数,36,徳島県,430517
2021,12,都道府県,観光来訪者数,37,香川県,490418
2021,12,都道府県,観光来訪者数,38,愛媛県,663061
2021,12,都道府県,観光来訪者数,39,高知県,409065
2021,12,都道府県,観光来訪者数,40,福岡県,2185439
2021,12,都道府県,観光来訪者数,41,佐賀県,597774
2021,12,都道府県,観光来訪者数,42,長崎県,721231
2021,12,都道府県,観光来訪者数,43,熊本県,1188233
2021,12,都道府県,観光来訪者数,44,大分県,943250
2021,12,都道府県,観光来訪者数,45,宮崎県,720651
2021,12,都道府県,観光来訪者数,46,鹿児島県,809641
2021,12,都道府県,観光来訪者数,47,沖縄県,856063
2022,1,都道府県,観光来訪者数,1,北海道,2020452
2022,1,都道府県,観光来訪者数,2,青森県,446030
2022,1,都道府県,観光来訪者数,3,岩手県,557505
2022,1,都道府県,観光来訪者数,4,宮城県,1123803
2022,1,都道府県,観光来訪者数,5,秋田県,388644
2022,1,都道府県,観光来訪者数,6,山形県,448105
2022,1,都道府県,観光来訪者数,7,福島県,1022689
2022,1,都道府県,観光来訪者数,8,茨城県,1607301
2022,1,都道府県,観光来訪者数,9,栃木県,1876271
2022,1,都道府県,観光来訪者数,10,群馬県,1349772
2022,1,都道府県,観光来訪者数,11,埼玉県,1951869
2022,1,都道府県,観光来訪者数,12,千葉県,3472143
2022,1,都道府県,観光来訪者数,13,東京都,7326777
2022,1,都道府県,観光来訪者数,14,神奈川県,2690861
2022,1,都道府県,観光来訪者数,15,新潟県,1451046
2022,1,都道府県,観光来訪者数,16,富山県,331324
2022,1,都道府県,観光来訪者数,17,石川県,518757
2022,1,都道府県,観光来訪者数,18,福井県,347658
2022,1,都道府県,観光来訪者数,19,山梨県,782261
2022,1,都道府県,観光来訪者数,20,長野県,2424230
2022,1,都道府県,観光来訪者数,21,岐阜県,1403482
2022,1,都道府県,観光来訪者数,22,静岡県,3449565
2022,1,都道府県,観光来訪者数,23,愛知県,2508785
2022,1,都道府県,観光来訪者数,24,三重県,1350146
2022,1,都道府県,観光来訪者数,25,滋賀県,836679
2022,1,都道府県,観光来訪者数,26,京都府,1958150
2022,1,都道府県,観光来訪者数,27,大阪府,2830329
2022,1,都道府県,観光来訪者数,28,兵庫県,3353496
2022,1,都道府県,観光来訪者数,29,奈良県,986026
2022,1,都道府県,観光来訪者数,30,和歌山県,599378
2022,1,都道府県,観光来訪者数,31,鳥取県,236013
2022,1,都道府県,観光来訪者数,32,島根県,483892
2022,1,都道府県,観光来訪者数,33,岡山県,1035510
2022,1,都道府県,観光来訪者数,34,広島県,1002215
2022,1,都道府県,観光来訪者数,35,山口県,671200
2022,1,都道府県,観光来訪者数,36,徳島県,408980
2022,1,都道府県,観光来訪者数,37,香川県,458217
2022,1,都道府県,観光来訪者数,38,愛媛県,615112
2022,1,都道府県,観光来訪者数,39,高知県,373494
2022,1,都道府県,観光来訪者数,40,福岡県,2190771
2022,1,都道府県,観光来訪者数,41,佐賀県,657224
2022,1,都道府県,観光来訪者数,42,長崎県,493593
2022,1,都道府県,観光来訪者数,43,熊本県,1119982
2022,1,都道府県,観光来訪者数,44,大分県,942903
2022,1,都道府県,観光来訪者数,45,宮崎県,653399
2022,1,都道府県,観光来訪者数,46,鹿児島県,720031
2022,1,都道府県,観光来訪者数,47,沖縄県,537055
2022,2,都道府県,観光来訪者数,1,北海道,1690490
2022,2,都道府県,観光来訪者数,2,青森県,324419
2022,2,都道府県,観光来訪者数,3,岩手県,439896
2022,2,都道府県,観光来訪者数,4,宮城県,864538
2022,2,都道府県,観光来訪者数,5,秋田県,343830
2022,2,都道府県,観光来訪者数,6,山形県,379416
2022,2,都道府県,観光来訪者数,7,福島県,817733
2022,2,都道府県,観光来訪者数,8,茨城県,1228068
2022,2,都道府県,観光来訪者数,9,栃木県,1380611
2022,2,都道府県,観光来訪者数,10,群馬県,1049004
2022,2,都道府県,観光来訪者数,11,埼玉県,1560282
2022,2,都道府県,観光来訪者数,12,千葉県,2479058
2022,2,都道府県,観光来訪者数,13,東京都,5949522
2022,2,都道府県,観光来訪者数,14,神奈川県,2069869
2022,2,都道府県,観光来訪者数,15,新潟県,1210148
2022,2,都道府県,観光来訪者数,16,富山県,257715
2022,2,都道府県,観光来訪者数,17,石川県,355619
2022,2,都道府県,観光来訪者数,18,福井県,268081
2022,2,都道府県,観光来訪者数,19,山梨県,528529
2022,2,都道府県,観光来訪者数,20,長野県,1916441
2022,2,都道府県,観光来訪者数,21,岐阜県,1175250
2022,2,都道府県,観光来訪者数,22,静岡県,2598482
2022,2,都道府県,観光来訪者数,23,愛知県,1949234
2022,2,都道府県,観光来訪者数,24,三重県,895486
2022,2,都道府県,観光来訪者数,25,滋賀県,735929
2022,2,都道府県,観光来訪者数,26,京都府,1247199
2022,2,都道府県,観光来訪者数,27,大阪府,2107833
2022,2,都道府県,観光来訪者数,28,兵庫県,2507850
2022,2,都道府県,観光来訪者数,29,奈良県,636336
2022,2,都道府県,観光来訪者数,30,和歌山県,410101
2022,2,都道府県,観光来訪者数,31,鳥取県,172218
2022,2,都道府県,観光来訪者数,32,島根県,309561
2022,2,都道府県,観光来訪者数,33,岡山県,771242
2022,2,都道府県,観光来訪者数,34,広島県,839729
2022,2,都道府県,観光来訪者数,35,山口県,518175
2022,2,都道府県,観光来訪者数,36,徳島県,268133
2022,2,都道府県,観光来訪者数,37,香川県,248712
2022,2,都道府県,観光来訪者数,38,愛媛県,408102
2022,2,都道府県,観光来訪者数,39,高知県,271611
2022,2,都道府県,観光来訪者数,40,福岡県,1547422
2022,2,都道府県,観光来訪者数,41,佐賀県,425882
2022,2,都道府県,観光来訪者数,42,長崎県,292317
2022,2,都道府県,観光来訪者数,43,熊本県,851721
2022,2,都道府県,観光来訪者数,44,大分県,622309
2022,2,都道府県,観光来訪者数,45,宮崎県,522904
2022,2,都道府県,観光来訪者数,46,鹿児島県,498558
2022,2,都道府県,観光来訪者数,47,沖縄県,566218
2022,3,都道府県,観光来訪者数,1,北海道,2172668
2022,3,都道府県,観光来訪者数,2,青森県,438619
2022,3,都道府県,観光来訪者数,3,岩手県,592597
2022,3,都道府県,観光来訪者数,4,宮城県,1153809
2022,3,都道府県,観光来訪者数,5,秋田県,455671
2022,3,都道府県,観光来訪者数,6,山形県,535442
2022,3,都道府県,観光来訪者数,7,福島県,1108527
2022,3,都道府県,観光来訪者数,8,茨城県,1766356
2022,3,都道府県,観光来訪者数,9,栃木県,2096800
2022,3,都道府県,観光来訪者数,10,群馬県,1376518
2022,3,都道府県,観光来訪者数,11,埼玉県,2331197
2022,3,都道府県,観光来訪者数,12,千葉県,3571901
2022,3,都道府県,観光来訪者数,13,東京都,9131042
2022,3,都道府県,観光来訪者数,14,神奈川県,3239950
2022,3,都道府県,観光来訪者数,15,新潟県,1509888
2022,3,都道府県,観光来訪者数,16,富山県,417000
2022,3,都道府県,観光来訪者数,17,石川県,608955
2022,3,都道府県,観光来訪者数,18,福井県,444056
2022,3,都道府県,観光来訪者数,19,山梨県,947604
2022,3,都道府県,観光来訪者数,20,長野県,2208179
2022,3,都道府県,観光来訪者数,21,岐阜県,1578710
2022,3,都道府県,観光来訪者数,22,静岡県,3732462
2022,3,都道府県,観光来訪者数,23,愛知県,3027946
2022,3,都道府県,観光来訪者数,24,三重県,1625682
2022,3,都道府県,観光来訪者数,25,滋賀県,1027796
2022,3,都道府県,観光来訪者数,26,京都府,2422939
2022,3,都道府県,観光来訪者数,27,大阪府,3467879
2022,3,都道府県,観光来訪者数,28,兵庫県,3796811
2022,3,都道府県,観光来訪者数,29,奈良県,1044954
2022,3,都道府県,観光来訪者数,30,和歌山県,699631
2022,3,都道府県,観光来訪者数,31,鳥取県,322493
2022,3,都道府県,観光来訪者数,32,島根県,568604
2022,3,都道府県,観光来訪者数,33,岡山県,1190525
2022,3,都道府県,観光来訪者数,34,広島県,1462399
2022,3,都道府県,観光来訪者数,35,山口県,839660
2022,3,都道府県,観光来訪者数,36,徳島県,436154
2022,3,都道府県,観光来訪者数,37,香川県,433697
2022,3,都道府県,観光来訪者数,38,愛媛県,679181
2022,3,都道府県,観光来訪者数,39,高知県,428795
2022,3,都道府県,観光来訪者数,40,福岡県,2329165
2022,3,都道府県,観光来訪者数,41,佐賀県,617803
2022,3,都道府県,観光来訪者数,42,長崎県,650174
2022,3,都道府県,観光来訪者数,43,熊本県,1268311
2022,3,都道府県,観光来訪者数,44,大分県,1049434
2022,3,都道府県,観光来訪者数,45,宮崎県,696932
2022,3,都道府県,観光来訪者数,46,鹿児島県,804694
2022,3,都道府県,観光来訪者数,47,沖縄県,779126
2022,4,都道府県,観光来訪者数,1,北海道,3117554
2022,4,都道府県,観光来訪者数,2,青森県,982424
2022,4,都道府県,観光来訪者数,3,岩手県,866617
2022,4,都道府県,観光来訪者数,4,宮城県,1664194
2022,4,都道府県,観光来訪者数,5,秋田県,740809
2022,4,都道府県,観光来訪者数,6,山形県,810888
2022,4,都道府県,観光来訪者数,7,福島県,1676419
2022,4,都道府県,観光来訪者数,8,茨城県,2180469
2022,4,都道府県,観光来訪者数,9,栃木県,2573162
2022,4,都道府県,観光来訪者数,10,群馬県,1646432
2022,4,都道府県,観光来訪者数,11,埼玉県,2631991
2022,4,都道府県,観光来訪者数,12,千葉県,3913141
2022,4,都道府県,観光来訪者数,13,東京都,10298783
2022,4,都道府県,観光来訪者数,14,神奈川県,3480983
2022,4,都道府県,観光来訪者数,15,新潟県,1776321
2022,4,都道府県,観光来訪者数,16,富山県,684131
2022,4,都道府県,観光来訪者数,17,石川県,818536
2022,4,都道府県,観光来訪者数,18,福井県,587942
2022,4,都道府県,観光来訪者数,19,山梨県,1286604
2022,4,都道府県,観光来訪者数,20,長野県,2551223
2022,4,都道府県,観光来訪者数,21,岐阜県,1914548
2022,4,都道府県,観光来訪者数,22,静岡県,3788701
2022,4,都道府県,観光来訪者数,23,愛知県,3370844
2022,4,都道府県,観光来訪者数,24,三重県,1534067
2022,4,都道府県,観光来訪者数,25,滋賀県,1336312
2022,4,都道府県,観光来訪者数,26,京都府,2945226
2022,4,都道府県,観光来訪者数,27,大阪府,3881703
2022,4,都道府県,観光来訪者数,28,兵庫県,4344989
2022,4,都道府県,観光来訪者数,29,奈良県,1450408
2022,4,都道府県,観光来訪者数,30,和歌山県,758922
2022,4,都道府県,観光来訪者数,31,鳥取県,453554
2022,4,都道府県,観光来訪者数,32,島根県,695367
2022,4,都道府県,観光来訪者数,33,岡山県,1465430
2022,4,都道府県,観光来訪者数,34,広島県,1922183
2022,4,都道府県,観光来訪者数,35,山口県,1004801
2022,4,都道府県,観光来訪者数,36,徳島県,506030
2022,4,都道府県,観光来訪者数,37,香川県,553358
2022,4,都道府県,観光来訪者数,38,愛媛県,820265
2022,4,都道府県,観光来訪者数,39,高知県,488498
2022,4,都道府県,観光来訪者数,40,福岡県,2668081
2022,4,都道府県,観光来訪者数,41,佐賀県,736082
2022,4,都道府県,観光来訪者数,42,長崎県,778259
2022,4,都道府県,観光来訪者数,43,熊本県,1514191
2022,4,都道府県,観光来訪者数,44,大分県,1153461
2022,4,都道府県,観光来訪者数,45,宮崎県,736752
2022,4,都道府県,観光来訪者数,46,鹿児島県,854898
2022,4,都道府県,観光来訪者数,47,沖縄県,852715
2022,5,都道府県,観光来訪者数,1,北海道,4950757
2022,5,都道府県,観光来訪者数,2,青森県,1200982
2022,5,都道府県,観光来訪者数,3,岩手県,1214579
2022,5,都道府県,観光来訪者数,4,宮城県,2190251
2022,5,都道府県,観光来訪者数,5,秋田県,1051614
2022,5,都道府県,観光来訪者数,6,山形県,1187207
2022,5,都道府県,観光来訪者数,7,福島県,1954239
2022,5,都道府県,観光来訪者数,8,茨城県,2627776
2022,5,都道府県,観光来訪者数,9,栃木県,3194981
2022,5,都道府県,観光来訪者数,10,群馬県,2122453
2022,5,都道府県,観光来訪者数,11,埼玉県,3193107
2022,5,都道府県,観光来訪者数,12,千葉県,4762754
2022,5,都道府県,観光来訪者数,13,東京都,12171380
2022,5,都道府県,観光来訪者数,14,神奈川県,4758922
2022,5,都道府県,観光来訪者数,15,新潟県,2410087
2022,5,都道府県,観光来訪者数,16,富山県,916814
2022,5,都道府県,観光来訪者数,17,石川県,1237328
2022,5,都道府県,観光来訪者数,18,福井県,880071
2022,5,都道府県,観光来訪者数,19,山梨県,1825249
2022,5,都道府県,観光来訪者数,20,長野県,3706807
2022,5,都道府県,観光来訪者数,21,岐阜県,2558127
2022,5,都道府県,観光来訪者数,22,静岡県,4901073
2022,5,都道府県,観光来訪者数,23,愛知県,4382318
2022,5,都道府県,観光来訪者数,24,三重県,2045311
2022,5,都道府県,観光来訪者数,25,滋賀県,1691986
2022,5,都道府県,観光来訪者数,26,京都府,3294378
2022,5,都道府県,観光来訪者数,27,大阪府,4684856
2022,5,都道府県,観光来訪者数,28,兵庫県,5302068
2022,5,都道府県,観光来訪者数,29,奈良県,1489196
2022,5,都道府県,観光来訪者数,30,和歌山県,1022917
2022,5,都道府県,観光来訪者数,31,鳥取県,683169
2022,5,都道府県,観光来訪者数,32,島根県,976158
2022,5,都道府県,観光来訪者数,33,岡山県,1804682
2022,5,都道府県,観光来訪者数,34,広島県,2616880
2022,5,都道府県,観光来訪者数,35,山口県,1309534
2022,5,都道府県,観光来訪者数,36,徳島県,767803
2022,5,都道府県,観光来訪者数,37,香川県,799079
2022,5,都道府県,観光来訪者数,38,愛媛県,1158181
2022,5,都道府県,観光来訪者数,39,高知県,760632
2022,5,都道府県,観光来訪者数,40,福岡県,3375114
2022,5,都道府県,観光来訪者数,41,佐賀県,942751
2022,5,都道府県,観光来訪者数,42,長崎県,1053348
2022,5,都道府県,観光来訪者数,43,熊本県,2037082
2022,5,都道府県,観光来訪者数,44,大分県,1594156
2022,5,都道府県,観光来訪者数,45,宮崎県,1026196
2022,5,都道府県,観光来訪者数,46,鹿児島県,1170382
2022,5,都道府県,観光来訪者数,47,沖縄県,873369
2022,6,都道府県,観光来訪者数,1,北海道,4397809
2022,6,都道府県,観光来訪者数,2,青森県,882610
2022,6,都道府県,観光来訪者数,3,岩手県,850232
2022,6,都道府県,観光来訪者数,4,宮城県,1584380
2022,6,都道府県,観光来訪者数,5,秋田県,774673
2022,6,都道府県,観光来訪者数,6,山形県,942350
2022,6,都道府県,観光来訪者数,7,福島県,1475800
2022,6,都道府県,観光来訪者数,8,茨城県,1810399
2022,6,都道府県,観光来訪者数,9,栃木県,2180001
2022,6,都道府県,観光来訪者数,10,群馬県,1602338
2022,6,都道府県,観光来訪者数,11,埼玉県,2358506
2022,6,都道府県,観光来訪者数,12,千葉県,3659677
2022,6,都道府県,観光来訪者数,13,東京都,10788149
2022,6,都道府県,観光来訪者数,14,神奈川県,3723162
2022,6,都道府県,観光来訪者数,15,新潟県,1608394
2022,6,都道府県,観光来訪者数,16,富山県,506868
2022,6,都道府県,観光来訪者数,17,石川県,753831
2022,6,都道府県,観光来訪者数,18,福井県,533887
2022,6,都道府県,観光来訪者数,19,山梨県,1259541
2022,6,都道府県,観光来訪者数,20,長野県,2787068
2022,6,都道府県,観光来訪者数,21,岐阜県,1699858
2022,6,都道府県,観光来訪者数,22,静岡県,3379796
2022,6,都道府県,観光来訪者数,23,愛知県,3252577
2022,6,都道府県,観光来訪者数,24,三重県,1353054
2022,6,都道府県,観光来訪者数,25,滋賀県,1085109
2022,6,都道府県,観光来訪者数,26,京都府,2532329
2022,6,都道府県,観光来訪者数,27,大阪府,3983757
2022,6,都道府県,観光来訪者数,28,兵庫県,4037047
2022,6,都道府県,観光来訪者数,29,奈良県,1041257
2022,6,都道府県,観光来訪者数,30,和歌山県,644973
2022,6,都道府県,観光来訪者数,31,鳥取県,426800
2022,6,都道府県,観光来訪者数,32,島根県,609749
2022,6,都道府県,観光来訪者数,33,岡山県,1200996
2022,6,都道府県,観光来訪者数,34,広島県,1615091
2022,6,都道府県,観光来訪者数,35,山口県,809432
2022,6,都道府県,観光来訪者数,36,徳島県,504568
2022,6,都道府県,観光来訪者数,37,香川県,466014
2022,6,都道府県,観光来訪者数,38,愛媛県,731584
2022,6,都道府県,観光来訪者数,39,高知県,453363
2022,6,都道府県,観光来訪者数,40,福岡県,2463961
2022,6,都道府県,観光来訪者数,41,佐賀県,570377
2022,6,都道府県,観光来訪者数,42,長崎県,597763
2022,6,都道府県,観光来訪者数,43,熊本県,1180710
2022,6,都道府県,観光来訪者数,44,大分県,951654
2022,6,都道府県,観光来訪者数,45,宮崎県,648028
2022,6,都道府県,観光来訪者数,46,鹿児島県,671916
2022,6,都道府県,観光来訪者数,47,沖縄県,781498
2022,7,都道府県,観光来訪者数,1,北海道,5469514
2022,7,都道府県,観光来訪者数,2,青森県,938745
2022,7,都道府県,観光来訪者数,3,岩手県,880812
2022,7,都道府県,観光来訪者数,4,宮城県,1617695
2022,7,都道府県,観光来訪者数,5,秋田県,845370
2022,7,都道府県,観光来訪者数,6,山形県,947922
2022,7,都道府県,観光来訪者数,7,福島県,1691672
2022,7,都道府県,観光来訪者数,8,茨城県,1825649
2022,7,都道府県,観光来訪者数,9,栃木県,2343604
2022,7,都道府県,観光来訪者数,10,群馬県,1599430
2022,7,都道府県,観光来訪者数,11,埼玉県,2286639
2022,7,都道府県,観光来訪者数,12,千葉県,3704207
2022,7,都道府県,観光来訪者数,13,東京都,9918294
2022,7,都道府県,観光来訪者数,14,神奈川県,3430365
2022,7,都道府県,観光来訪者数,15,新潟県,1853318
2022,7,都道府県,観光来訪者数,16,富山県,516652
2022,7,都道府県,観光来訪者数,17,石川県,816577
2022,7,都道府県,観光来訪者数,18,福井県,626475
2022,7,都道府県,観光来訪者数,19,山梨県,1609721
2022,7,都道府県,観光来訪者数,20,長野県,2619972
2022,7,都道府県,観光来訪者数,21,岐阜県,1750496
2022,7,都道府県,観光来訪者数,22,静岡県,3723182
2022,7,都道府県,観光来訪者数,23,愛知県,3462002
2022,7,都道府県,観光来訪者数,24,三重県,1426594
2022,7,都道府県,観光来訪者数,25,滋賀県,1119149
2022,7,都道府県,観光来訪者数,26,京都府,2332386
2022,7,都道府県,観光来訪者数,27,大阪府,4091795
2022,7,都道府県,観光来訪者数,28,兵庫県,4094662
2022,7,都道府県,観光来訪者数,29,奈良県,926808
2022,7,都道府県,観光来訪者数,30,和歌山県,780934
2022,7,都道府県,観光来訪者数,31,鳥取県,455994
2022,7,都道府県,観光来訪者数,32,島根県,581113
2022,7,都道府県,観光来訪者数,33,岡山県,1345651
2022,7,都道府県,観光来訪者数,34,広島県,1701612
2022,7,都道府県,観光来訪者数,35,山口県,870621
2022,7,都道府県,観光来訪者数,36,徳島県,537997
2022,7,都道府県,観光来訪者数,37,香川県,558980
2022,7,都道府県,観光来訪者数,38,愛媛県,730961
2022,7,都道府県,観光来訪者数,39,高知県,505008
2022,7,都道府県,観光来訪者数,40,福岡県,2766911
2022,7,都道府県,観光来訪者数,41,佐賀県,594035
2022,7,都道府県,観光来訪者数,42,長崎県,649064
2022,7,都道府県,観光来訪者数,43,熊本県,1304201
2022,7,都道府県,観光来訪者数,44,大分県,1039445
2022,7,都道府県,観光来訪者数,45,宮崎県,722404
2022,7,都道府県,観光来訪者数,46,鹿児島県,750008
2022,7,都道府県,観光来訪者数,47,沖縄県,1011902
2022,8,都道府県,観光来訪者数,1,北海道,5950872
2022,8,都道府県,観光来訪者数,2,青森県,1155821
