年,月,地域区分,データ区分,地域コード,地域名称,人数
2022,8,都道府県,観光来訪者数,3,岩手県,1060590
2022,8,都道府県,観光来訪者数,4,宮城県,1923018
2022,8,都道府県,観光来訪者数,5,秋田県,952810
2022,8,都道府県,観光来訪者数,6,山形県,1010549
2022,8,都道府県,観光来訪者数,7,福島県,2109597
2022,8,都道府県,観光来訪者数,8,茨城県,2005459
2022,8,都道府県,観光来訪者数,9,栃木県,3016335
2022,8,都道府県,観光来訪者数,10,群馬県,2056768
2022,8,都道府県,観光来訪者数,11,埼玉県,2630573
2022,8,都道府県,観光来訪者数,12,千葉県,4316043
2022,8,都道府県,観光来訪者数,13,東京都,10391448
2022,8,都道府県,観光来訪者数,14,神奈川県,4008498
2022,8,都道府県,観光来訪者数,15,新潟県,2166540
2022,8,都道府県,観光来訪者数,16,富山県,641017
2022,8,都道府県,観光来訪者数,17,石川県,999920
2022,8,都道府県,観光来訪者数,18,福井県,794130
2022,8,都道府県,観光来訪者数,19,山梨県,1995592
2022,8,都道府県,観光来訪者数,20,長野県,3654155
2022,8,都道府県,観光来訪者数,21,岐阜県,2264218
2022,8,都道府県,観光来訪者数,22,静岡県,4810440
2022,8,都道府県,観光来訪者数,23,愛知県,3773808
2022,8,都道府県,観光来訪者数,24,三重県,1925457
2022,8,都道府県,観光来訪者数,25,滋賀県,1373322
2022,8,都道府県,観光来訪者数,26,京都府,2579267
2022,8,都道府県,観光来訪者数,27,大阪府,4113908
2022,8,都道府県,観光来訪者数,28,兵庫県,4746085
2022,8,都道府県,観光来訪者数,29,奈良県,1123127
2022,8,都道府県,観光来訪者数,30,和歌山県,1019883
2022,8,都道府県,観光来訪者数,31,鳥取県,595951
2022,8,都道府県,観光来訪者数,32,島根県,807943
2022,8,都道府県,観光来訪者数,33,岡山県,1735302
2022,8,都道府県,観光来訪者数,34,広島県,2154521
2022,8,都道府県,観光来訪者数,35,山口県,1098624
2022,8,都道府県,観光来訪者数,36,徳島県,728599
2022,8,都道府県,観光来訪者数,37,香川県,699191
2022,8,都道府県,観光来訪者数,38,愛媛県,964220
2022,8,都道府県,観光来訪者数,39,高知県,701100
2022,8,都道府県,観光来訪者数,40,福岡県,2940080
2022,8,都道府県,観光来訪者数,41,佐賀県,680805
2022,8,都道府県,観光来訪者数,42,長崎県,852925
2022,8,都道府県,観光来訪者数,43,熊本県,1639649
2022,8,都道府県,観光来訪者数,44,大分県,1352768
2022,8,都道府県,観光来訪者数,45,宮崎県,918070
2022,8,都道府県,観光来訪者数,46,鹿児島県,943209
2022,8,都道府県,観光来訪者数,47,沖縄県,1009899
2022,9,都道府県,観光来訪者数,1,北海道,5094904
2022,9,都道府県,観光来訪者数,2,青森県,1030321
2022,9,都道府県,観光来訪者数,3,岩手県,966248
2022,9,都道府県,観光来訪者数,4,宮城県,1840317
2022,9,都道府県,観光来訪者数,5,秋田県,891817
2022,9,都道府県,観光来訪者数,6,山形県,977057
2022,9,都道府県,観光来訪者数,7,福島県,1718587
2022,9,都道府県,観光来訪者数,8,茨城県,1794420
2022,9,都道府県,観光来訪者数,9,栃木県,2590164
2022,9,都道府県,観光来訪者数,10,群馬県,1628524
2022,9,都道府県,観光来訪者数,11,埼玉県,2497570
2022,9,都道府県,観光来訪者数,12,千葉県,3820705
2022,9,都道府県,観光来訪者数,13,東京都,10133796
2022,9,都道府県,観光来訪者数,14,神奈川県,3555329
2022,9,都道府県,観光来訪者数,15,新潟県,1791392
2022,9,都道府県,観光来訪者数,16,富山県,600591
2022,9,都道府県,観光来訪者数,17,石川県,947052
2022,9,都道府県,観光来訪者数,18,福井県,571538
2022,9,都道府県,観光来訪者数,19,山梨県,1444125
2022,9,都道府県,観光来訪者数,20,長野県,2688351
2022,9,都道府県,観光来訪者数,21,岐阜県,1801774
2022,9,都道府県,観光来訪者数,22,静岡県,3372169
2022,9,都道府県,観光来訪者数,23,愛知県,3311176
2022,9,都道府県,観光来訪者数,24,三重県,1337227
2022,9,都道府県,観光来訪者数,25,滋賀県,1188832
2022,9,都道府県,観光来訪者数,26,京都府,2492160
2022,9,都道府県,観光来訪者数,27,大阪府,4010229
2022,9,都道府県,観光来訪者数,28,兵庫県,4051276
2022,9,都道府県,観光来訪者数,29,奈良県,965793
2022,9,都道府県,観光来訪者数,30,和歌山県,683450
2022,9,都道府県,観光来訪者数,31,鳥取県,470776
2022,9,都道府県,観光来訪者数,32,島根県,635480
2022,9,都道府県,観光来訪者数,33,岡山県,1352928
2022,9,都道府県,観光来訪者数,34,広島県,1707343
2022,9,都道府県,観光来訪者数,35,山口県,802657
2022,9,都道府県,観光来訪者数,36,徳島県,484825
2022,9,都道府県,観光来訪者数,37,香川県,483779
2022,9,都道府県,観光来訪者数,38,愛媛県,710133
2022,9,都道府県,観光来訪者数,39,高知県,424525
2022,9,都道府県,観光来訪者数,40,福岡県,2570195
2022,9,都道府県,観光来訪者数,41,佐賀県,577289
2022,9,都道府県,観光来訪者数,42,長崎県,638849
2022,9,都道府県,観光来訪者数,43,熊本県,1319780
2022,9,都道府県,観光来訪者数,44,大分県,995972
2022,9,都道府県,観光来訪者数,45,宮崎県,621902
2022,9,都道府県,観光来訪者数,46,鹿児島県,677767
2022,9,都道府県,観光来訪者数,47,沖縄県,710680
2022,10,都道府県,観光来訪者数,1,北海道,4372237
2022,10,都道府県,観光来訪者数,2,青森県,1164213
2022,10,都道府県,観光来訪者数,3,岩手県,1178460
2022,10,都道府県,観光来訪者数,4,宮城県,2060128
2022,10,都道府県,観光来訪者数,5,秋田県,1070743
2022,10,都道府県,観光来訪者数,6,山形県,1195220
2022,10,都道府県,観光来訪者数,7,福島県,2138021
2022,10,都道府県,観光来訪者数,8,茨城県,2411938
2022,10,都道府県,観光来訪者数,9,栃木県,3188323
2022,10,都道府県,観光来訪者数,10,群馬県,2217938
2022,10,都道府県,観光来訪者数,11,埼玉県,2802766
2022,10,都道府県,観光来訪者数,12,千葉県,4477200
2022,10,都道府県,観光来訪者数,13,東京都,11904888
2022,10,都道府県,観光来訪者数,14,神奈川県,4390996
2022,10,都道府県,観光来訪者数,15,新潟県,2207512
2022,10,都道府県,観光来訪者数,16,富山県,699229
2022,10,都道府県,観光来訪者数,17,石川県,1104396
2022,10,都道府県,観光来訪者数,18,福井県,785934
2022,10,都道府県,観光来訪者数,19,山梨県,1629247
2022,10,都道府県,観光来訪者数,20,長野県,3430607
2022,10,都道府県,観光来訪者数,21,岐阜県,2414107
2022,10,都道府県,観光来訪者数,22,静岡県,4205223
2022,10,都道府県,観光来訪者数,23,愛知県,3872381
2022,10,都道府県,観光来訪者数,24,三重県,2110018
2022,10,都道府県,観光来訪者数,25,滋賀県,1537021
2022,10,都道府県,観光来訪者数,26,京都府,3241568
2022,10,都道府県,観光来訪者数,27,大阪府,4840065
2022,10,都道府県,観光来訪者数,28,兵庫県,4764999
2022,10,都道府県,観光来訪者数,29,奈良県,1443418
2022,10,都道府県,観光来訪者数,30,和歌山県,977809
2022,10,都道府県,観光来訪者数,31,鳥取県,596504
2022,10,都道府県,観光来訪者数,32,島根県,913967
2022,10,都道府県,観光来訪者数,33,岡山県,1676646
2022,10,都道府県,観光来訪者数,34,広島県,2141651
2022,10,都道府県,観光来訪者数,35,山口県,1091741
2022,10,都道府県,観光来訪者数,36,徳島県,676534
2022,10,都道府県,観光来訪者数,37,香川県,736090
2022,10,都道府県,観光来訪者数,38,愛媛県,1000040
2022,10,都道府県,観光来訪者数,39,高知県,616720
2022,10,都道府県,観光来訪者数,40,福岡県,3089592
2022,10,都道府県,観光来訪者数,41,佐賀県,845991
2022,10,都道府県,観光来訪者数,42,長崎県,918274
2022,10,都道府県,観光来訪者数,43,熊本県,1828610
2022,10,都道府県,観光来訪者数,44,大分県,1492953
2022,10,都道府県,観光来訪者数,45,宮崎県,938146
2022,10,都道府県,観光来訪者数,46,鹿児島県,1021613
2022,10,都道府県,観光来訪者数,47,沖縄県,1073400
2022,11,都道府県,観光来訪者数,1,北海道,2812084
2022,11,都道府県,観光来訪者数,2,青森県,789260
2022,11,都道府県,観光来訪者数,3,岩手県,783097
2022,11,都道府県,観光来訪者数,4,宮城県,1714571
2022,11,都道府県,観光来訪者数,5,秋田県,717633
2022,11,都道府県,観光来訪者数,6,山形県,839735
2022,11,都道府県,観光来訪者数,7,福島県,1661376
2022,11,都道府県,観光来訪者数,8,茨城県,2105413
2022,11,都道府県,観光来訪者数,9,栃木県,2906768
2022,11,都道府県,観光来訪者数,10,群馬県,1798655
2022,11,都道府県,観光来訪者数,11,埼玉県,2798965
2022,11,都道府県,観光来訪者数,12,千葉県,4395974
2022,11,都道府県,観光来訪者数,13,東京都,12156847
2022,11,都道府県,観光来訪者数,14,神奈川県,4169453
2022,11,都道府県,観光来訪者数,15,新潟県,1695719
2022,11,都道府県,観光来訪者数,16,富山県,656266
2022,11,都道府県,観光来訪者数,17,石川県,1060852
2022,11,都道府県,観光来訪者数,18,福井県,759504
2022,11,都道府県,観光来訪者数,19,山梨県,1465456
2022,11,都道府県,観光来訪者数,20,長野県,2571705
2022,11,都道府県,観光来訪者数,21,岐阜県,2113507
2022,11,都道府県,観光来訪者数,22,静岡県,4174066
2022,11,都道府県,観光来訪者数,23,愛知県,3903906
2022,11,都道府県,観光来訪者数,24,三重県,1855802
2022,11,都道府県,観光来訪者数,25,滋賀県,1660149
2022,11,都道府県,観光来訪者数,26,京都府,4341390
2022,11,都道府県,観光来訪者数,27,大阪府,4575517
2022,11,都道府県,観光来訪者数,28,兵庫県,4700098
2022,11,都道府県,観光来訪者数,29,奈良県,1635021
2022,11,都道府県,観光来訪者数,30,和歌山県,926678
2022,11,都道府県,観光来訪者数,31,鳥取県,625421
2022,11,都道府県,観光来訪者数,32,島根県,978168
2022,11,都道府県,観光来訪者数,33,岡山県,1751206
2022,11,都道府県,観光来訪者数,34,広島県,2074357
2022,11,都道府県,観光来訪者数,35,山口県,1082206
2022,11,都道府県,観光来訪者数,36,徳島県,682469
2022,11,都道府県,観光来訪者数,37,香川県,716339
2022,11,都道府県,観光来訪者数,38,愛媛県,1052215
2022,11,都道府県,観光来訪者数,39,高知県,635290
2022,11,都道府県,観光来訪者数,40,福岡県,3044898
2022,11,都道府県,観光来訪者数,41,佐賀県,1004969
2022,11,都道府県,観光来訪者数,42,長崎県,950454
2022,11,都道府県,観光来訪者数,43,熊本県,1669712
2022,11,都道府県,観光来訪者数,44,大分県,1377765
2022,11,都道府県,観光来訪者数,45,宮崎県,895949
2022,11,都道府県,観光来訪者数,46,鹿児島県,1038869
2022,11,都道府県,観光来訪者数,47,沖縄県,1152760
2022,12,都道府県,観光来訪者数,1,北海道,2312947
2022,12,都道府県,観光来訪者数,2,青森県,550414
2022,12,都道府県,観光来訪者数,3,岩手県,544344
2022,12,都道府県,観光来訪者数,4,宮城県,1267656
2022,12,都道府県,観光来訪者数,5,秋田県,432225
2022,12,都道府県,観光来訪者数,6,山形県,498548
2022,12,都道府県,観光来訪者数,7,福島県,1092615
2022,12,都道府県,観光来訪者数,8,茨城県,1646200
2022,12,都道府県,観光来訪者数,9,栃木県,2106631
2022,12,都道府県,観光来訪者数,10,群馬県,1318481
2022,12,都道府県,観光来訪者数,11,埼玉県,2178725
2022,12,都道府県,観光来訪者数,12,千葉県,4038135
2022,12,都道府県,観光来訪者数,13,東京都,11603295
2022,12,都道府県,観光来訪者数,14,神奈川県,3755698
2022,12,都道府県,観光来訪者数,15,新潟県,1109943
2022,12,都道府県,観光来訪者数,16,富山県,363867
2022,12,都道府県,観光来訪者数,17,石川県,585018
2022,12,都道府県,観光来訪者数,18,福井県,423619
2022,12,都道府県,観光来訪者数,19,山梨県,914506
2022,12,都道府県,観光来訪者数,20,長野県,1913873
2022,12,都道府県,観光来訪者数,21,岐阜県,1357993
2022,12,都道府県,観光来訪者数,22,静岡県,3848222
2022,12,都道府県,観光来訪者数,23,愛知県,3054932
2022,12,都道府県,観光来訪者数,24,三重県,1651313
2022,12,都道府県,観光来訪者数,25,滋賀県,977300
2022,12,都道府県,観光来訪者数,26,京都府,2579061
2022,12,都道府県,観光来訪者数,27,大阪府,4228687
2022,12,都道府県,観光来訪者数,28,兵庫県,3607139
2022,12,都道府県,観光来訪者数,29,奈良県,921975
2022,12,都道府県,観光来訪者数,30,和歌山県,670164
2022,12,都道府県,観光来訪者数,31,鳥取県,344077
2022,12,都道府県,観光来訪者数,32,島根県,540155
2022,12,都道府県,観光来訪者数,33,岡山県,1209290
2022,12,都道府県,観光来訪者数,34,広島県,1422876
2022,12,都道府県,観光来訪者数,35,山口県,772246
2022,12,都道府県,観光来訪者数,36,徳島県,512699
2022,12,都道府県,観光来訪者数,37,香川県,499641
2022,12,都道府県,観光来訪者数,38,愛媛県,700888
2022,12,都道府県,観光来訪者数,39,高知県,427563
2022,12,都道府県,観光来訪者数,40,福岡県,2312152
2022,12,都道府県,観光来訪者数,41,佐賀県,609496
2022,12,都道府県,観光来訪者数,42,長崎県,784437
2022,12,都道府県,観光来訪者数,43,熊本県,1144715
2022,12,都道府県,観光来訪者数,44,大分県,947612
2022,12,都道府県,観光来訪者数,45,宮崎県,704479
2022,12,都道府県,観光来訪者数,46,鹿児島県,791364
2022,12,都道府県,観光来訪者数,47,沖縄県,1120873
2023,1,都道府県,観光来訪者数,1,北海道,2392557
2023,1,都道府県,観光来訪者数,2,青森県,531691
2023,1,都道府県,観光来訪者数,3,岩手県,669355
2023,1,都道府県,観光来訪者数,4,宮城県,1266958
2023,1,都道府県,観光来訪者数,5,秋田県,431812
2023,1,都道府県,観光来訪者数,6,山形県,536096
2023,1,都道府県,観光来訪者数,7,福島県,1215740
2023,1,都道府県,観光来訪者数,8,茨城県,1886390
2023,1,都道府県,観光来訪者数,9,栃木県,2159090
2023,1,都道府県,観光来訪者数,10,群馬県,1515535
2023,1,都道府県,観光来訪者数,11,埼玉県,2352488
2023,1,都道府県,観光来訪者数,12,千葉県,4112202
2023,1,都道府県,観光来訪者数,13,東京都,10543660
2023,1,都道府県,観光来訪者数,14,神奈川県,3552396
2023,1,都道府県,観光来訪者数,15,新潟県,1606573
2023,1,都道府県,観光来訪者数,16,富山県,371988
2023,1,都道府県,観光来訪者数,17,石川県,581608
2023,1,都道府県,観光来訪者数,18,福井県,386957
2023,1,都道府県,観光来訪者数,19,山梨県,856416
2023,1,都道府県,観光来訪者数,20,長野県,2673242
2023,1,都道府県,観光来訪者数,21,岐阜県,1618532
2023,1,都道府県,観光来訪者数,22,静岡県,3850405
2023,1,都道府県,観光来訪者数,23,愛知県,3227953
2023,1,都道府県,観光来訪者数,24,三重県,1554270
2023,1,都道府県,観光来訪者数,25,滋賀県,941011
2023,1,都道府県,観光来訪者数,26,京都府,2484684
2023,1,都道府県,観光来訪者数,27,大阪府,4055540
2023,1,都道府県,観光来訪者数,28,兵庫県,3461311
2023,1,都道府県,観光来訪者数,29,奈良県,1120970
2023,1,都道府県,観光来訪者数,30,和歌山県,626372
2023,1,都道府県,観光来訪者数,31,鳥取県,286337
2023,1,都道府県,観光来訪者数,32,島根県,577595
2023,1,都道府県,観光来訪者数,33,岡山県,1187669
2023,1,都道府県,観光来訪者数,34,広島県,1518543
2023,1,都道府県,観光来訪者数,35,山口県,849240
2023,1,都道府県,観光来訪者数,36,徳島県,487490
2023,1,都道府県,観光来訪者数,37,香川県,565933
2023,1,都道府県,観光来訪者数,38,愛媛県,728314
2023,1,都道府県,観光来訪者数,39,高知県,414630
2023,1,都道府県,観光来訪者数,40,福岡県,2578623
2023,1,都道府県,観光来訪者数,41,佐賀県,723630
2023,1,都道府県,観光来訪者数,42,長崎県,662045
2023,1,都道府県,観光来訪者数,43,熊本県,1227389
2023,1,都道府県,観光来訪者数,44,大分県,1033491
2023,1,都道府県,観光来訪者数,45,宮崎県,763924
2023,1,都道府県,観光来訪者数,46,鹿児島県,838274
2023,1,都道府県,観光来訪者数,47,沖縄県,1065197
2023,2,都道府県,観光来訪者数,1,北海道,2551579
2023,2,都道府県,観光来訪者数,2,青森県,482521
2023,2,都道府県,観光来訪者数,3,岩手県,563014
2023,2,都道府県,観光来訪者数,4,宮城県,1125452
2023,2,都道府県,観光来訪者数,5,秋田県,456665
2023,2,都道府県,観光来訪者数,6,山形県,546534
2023,2,都道府県,観光来訪者数,7,福島県,1145199
2023,2,都道府県,観光来訪者数,8,茨城県,1668265
2023,2,都道府県,観光来訪者数,9,栃木県,1813761
2023,2,都道府県,観光来訪者数,10,群馬県,1365781
2023,2,都道府県,観光来訪者数,11,埼玉県,1817455
2023,2,都道府県,観光来訪者数,12,千葉県,3491692
2023,2,都道府県,観光来訪者数,13,東京都,9651816
2023,2,都道府県,観光来訪者数,14,神奈川県,3188533
2023,2,都道府県,観光来訪者数,15,新潟県,1655637
2023,2,都道府県,観光来訪者数,16,富山県,391088
2023,2,都道府県,観光来訪者数,17,石川県,599667
2023,2,都道府県,観光来訪者数,18,福井県,368336
2023,2,都道府県,観光来訪者数,19,山梨県,704013
2023,2,都道府県,観光来訪者数,20,長野県,2368953
2023,2,都道府県,観光来訪者数,21,岐阜県,1551008
2023,2,都道府県,観光来訪者数,22,静岡県,3491093
2023,2,都道府県,観光来訪者数,23,愛知県,2786629
2023,2,都道府県,観光来訪者数,24,三重県,1296876
2023,2,都道府県,観光来訪者数,25,滋賀県,858793
2023,2,都道府県,観光来訪者数,26,京都府,1970833
2023,2,都道府県,観光来訪者数,27,大阪府,3580553
2023,2,都道府県,観光来訪者数,28,兵庫県,3213555
2023,2,都道府県,観光来訪者数,29,奈良県,850254
2023,2,都道府県,観光来訪者数,30,和歌山県,543995
2023,2,都道府県,観光来訪者数,31,鳥取県,269803
2023,2,都道府県,観光来訪者数,32,島根県,496517
2023,2,都道府県,観光来訪者数,33,岡山県,1058850
2023,2,都道府県,観光来訪者数,34,広島県,1339977
2023,2,都道府県,観光来訪者数,35,山口県,746725
2023,2,都道府県,観光来訪者数,36,徳島県,432959
2023,2,都道府県,観光来訪者数,37,香川県,456278
2023,2,都道府県,観光来訪者数,38,愛媛県,653088
2023,2,都道府県,観光来訪者数,39,高知県,398709
2023,2,都道府県,観光来訪者数,40,福岡県,2241375
2023,2,都道府県,観光来訪者数,41,佐賀県,638059
2023,2,都道府県,観光来訪者数,42,長崎県,675991
2023,2,都道府県,観光来訪者数,43,熊本県,1192884
2023,2,都道府県,観光来訪者数,44,大分県,903516
2023,2,都道府県,観光来訪者数,45,宮崎県,1014334
2023,2,都道府県,観光来訪者数,46,鹿児島県,768007
2023,2,都道府県,観光来訪者数,47,沖縄県,1297767
2023,3,都道府県,観光来訪者数,1,北海道,2956594
2023,3,都道府県,観光来訪者数,2,青森県,664578
2023,3,都道府県,観光来訪者数,3,岩手県,752802
2023,3,都道府県,観光来訪者数,4,宮城県,1511769
2023,3,都道府県,観光来訪者数,5,秋田県,577392
2023,3,都道府県,観光来訪者数,6,山形県,714423
2023,3,都道府県,観光来訪者数,7,福島県,1522530
2023,3,都道府県,観光来訪者数,8,茨城県,1947774
2023,3,都道府県,観光来訪者数,9,栃木県,2460012
2023,3,都道府県,観光来訪者数,10,群馬県,1575652
2023,3,都道府県,観光来訪者数,11,埼玉県,2477089
2023,3,都道府県,観光来訪者数,12,千葉県,4271329
2023,3,都道府県,観光来訪者数,13,東京都,12205793
2023,3,都道府県,観光来訪者数,14,神奈川県,3835002
2023,3,都道府県,観光来訪者数,15,新潟県,1892283
2023,3,都道府県,観光来訪者数,16,富山県,567398
2023,3,都道府県,観光来訪者数,17,石川県,895893
2023,3,都道府県,観光来訪者数,18,福井県,543436
2023,3,都道府県,観光来訪者数,19,山梨県,1130561
2023,3,都道府県,観光来訪者数,20,長野県,2473378
2023,3,都道府県,観光来訪者数,21,岐阜県,1906060
2023,3,都道府県,観光来訪者数,22,静岡県,4328583
2023,3,都道府県,観光来訪者数,23,愛知県,3751853
2023,3,都道府県,観光来訪者数,24,三重県,1993168
2023,3,都道府県,観光来訪者数,25,滋賀県,1223900
2023,3,都道府県,観光来訪者数,26,京都府,3255819
2023,3,都道府県,観光来訪者数,27,大阪府,4838110
2023,3,都道府県,観光来訪者数,28,兵庫県,4714407
2023,3,都道府県,観光来訪者数,29,奈良県,1178324
2023,3,都道府県,観光来訪者数,30,和歌山県,827047
2023,3,都道府県,観光来訪者数,31,鳥取県,471767
2023,3,都道府県,観光来訪者数,32,島根県,760287
2023,3,都道府県,観光来訪者数,33,岡山県,1497422
2023,3,都道府県,観光来訪者数,34,広島県,1942930
2023,3,都道府県,観光来訪者数,35,山口県,1004251
2023,3,都道府県,観光来訪者数,36,徳島県,637795
2023,3,都道府県,観光来訪者数,37,香川県,619786
2023,3,都道府県,観光来訪者数,38,愛媛県,866491
2023,3,都道府県,観光来訪者数,39,高知県,561023
2023,3,都道府県,観光来訪者数,40,福岡県,2898617
2023,3,都道府県,観光来訪者数,41,佐賀県,768406
2023,3,都道府県,観光来訪者数,42,長崎県,917765
2023,3,都道府県,観光来訪者数,43,熊本県,1622470
2023,3,都道府県,観光来訪者数,44,大分県,1242650
2023,3,都道府県,観光来訪者数,45,宮崎県,804008
2023,3,都道府県,観光来訪者数,46,鹿児島県,997452
2023,3,都道府県,観光来訪者数,47,沖縄県,1243877
2023,4,都道府県,観光来訪者数,1,北海道,3337893
2023,4,都道府県,観光来訪者数,2,青森県,1113706
2023,4,都道府県,観光来訪者数,3,岩手県,908678
2023,4,都道府県,観光来訪者数,4,宮城県,1873091
2023,4,都道府県,観光来訪者数,5,秋田県,777786
2023,4,都道府県,観光来訪者数,6,山形県,851684
2023,4,都道府県,観光来訪者数,7,福島県,1689539
2023,4,都道府県,観光来訪者数,8,茨城県,2300500
2023,4,都道府県,観光来訪者数,9,栃木県,2923896
2023,4,都道府県,観光来訪者数,10,群馬県,1578354
2023,4,都道府県,観光来訪者数,11,埼玉県,2743203
2023,4,都道府県,観光来訪者数,12,千葉県,4180135
2023,4,都道府県,観光来訪者数,13,東京都,11968752
2023,4,都道府県,観光来訪者数,14,神奈川県,4154911
2023,4,都道府県,観光来訪者数,15,新潟県,1826828
2023,4,都道府県,観光来訪者数,16,富山県,747812
2023,4,都道府県,観光来訪者数,17,石川県,859661
2023,4,都道府県,観光来訪者数,18,福井県,526252
2023,4,都道府県,観光来訪者数,19,山梨県,1359012
2023,4,都道府県,観光来訪者数,20,長野県,2393275
2023,4,都道府県,観光来訪者数,21,岐阜県,1837953
2023,4,都道府県,観光来訪者数,22,静岡県,3915654
2023,4,都道府県,観光来訪者数,23,愛知県,3937856
2023,4,都道府県,観光来訪者数,24,三重県,1593109
2023,4,都道府県,観光来訪者数,25,滋賀県,1296975
2023,4,都道府県,観光来訪者数,26,京都府,2935659
2023,4,都道府県,観光来訪者数,27,大阪府,4693975
2023,4,都道府県,観光来訪者数,28,兵庫県,4485903
2023,4,都道府県,観光来訪者数,29,奈良県,1367376
2023,4,都道府県,観光来訪者数,30,和歌山県,730421
2023,4,都道府県,観光来訪者数,31,鳥取県,467921
2023,4,都道府県,観光来訪者数,32,島根県,741703
2023,4,都道府県,観光来訪者数,33,岡山県,1502687
2023,4,都道府県,観光来訪者数,34,広島県,2223389
2023,4,都道府県,観光来訪者数,35,山口県,968299
2023,4,都道府県,観光来訪者数,36,徳島県,580103
2023,4,都道府県,観光来訪者数,37,香川県,601610
2023,4,都道府県,観光来訪者数,38,愛媛県,879279
2023,4,都道府県,観光来訪者数,39,高知県,525213
2023,4,都道府県,観光来訪者数,40,福岡県,2761506
2023,4,都道府県,観光来訪者数,41,佐賀県,747871
2023,4,都道府県,観光来訪者数,42,長崎県,788947
2023,4,都道府県,観光来訪者数,43,熊本県,1523268
2023,4,都道府県,観光来訪者数,44,大分県,1220100
2023,4,都道府県,観光来訪者数,45,宮崎県,792902
2023,4,都道府県,観光来訪者数,46,鹿児島県,958351
2023,4,都道府県,観光来訪者数,47,沖縄県,1090199
2023,5,都道府県,観光来訪者数,1,北海道,5412359
2023,5,都道府県,観光来訪者数,2,青森県,1301427
2023,5,都道府県,観光来訪者数,3,岩手県,1297443
2023,5,都道府県,観光来訪者数,4,宮城県,2238235
2023,5,都道府県,観光来訪者数,5,秋田県,1055871
2023,5,都道府県,観光来訪者数,6,山形県,1179633
2023,5,都道府県,観光来訪者数,7,福島県,2086844
2023,5,都道府県,観光来訪者数,8,茨城県,2511741
2023,5,都道府県,観光来訪者数,9,栃木県,3206495
2023,5,都道府県,観光来訪者数,10,群馬県,1925748
2023,5,都道府県,観光来訪者数,11,埼玉県,3253976
2023,5,都道府県,観光来訪者数,12,千葉県,4761900
2023,5,都道府県,観光来訪者数,13,東京都,13240392
2023,5,都道府県,観光来訪者数,14,神奈川県,4789274
2023,5,都道府県,観光来訪者数,15,新潟県,2393698
2023,5,都道府県,観光来訪者数,16,富山県,898958
2023,5,都道府県,観光来訪者数,17,石川県,1230199
2023,5,都道府県,観光来訪者数,18,福井県,862202
2023,5,都道府県,観光来訪者数,19,山梨県,1717172
2023,5,都道府県,観光来訪者数,20,長野県,3128264
2023,5,都道府県,観光来訪者数,21,岐阜県,2376603
2023,5,都道府県,観光来訪者数,22,静岡県,4943335
2023,5,都道府県,観光来訪者数,23,愛知県,4341759
2023,5,都道府県,観光来訪者数,24,三重県,1886292
